customer_id,recency,frequency,monetary,segment,churn_risk
18090,333,5,1568.79,Particular,0.079
18091,25,4,996.71,Particular,0.89
18092,217,3,506.58,Particular,0.775
18093,400,1,231.65,Empresa,0.381
18094,1130,2,515.14,Particular,0.13
18095,444,6,2029.46,Particular,0.994
18096,238,2,201.71,Profesional,0.563
18097,452,4,911.06,Particular,0.423
18098,135,5,1409.8899999999999,Profesional,0.199
18099,665,4,925.64,Profesional,0.203
18100,308,5,1236.06,Particular,0.796
18101,229,2,576.5699999999999,Empresa,0.52
18102,857,1,247.59,Particular,0.984
18103,612,2,862.69,Particular,0.953
18104,240,3,1088.53,Profesional,0.207
18105,98,5,1337.21,Particular,0.999
18106,285,3,850.0699999999999,Particular,0.987
18107,203,3,1275.88,Profesional,0.799
18108,69,7,1845.21,Empresa,0.391
18109,112,7,1433.13,Particular,0.224
18110,85,9,2208.35,Empresa,0.103
18111,637,2,415.11,Particular,0.052
18112,184,3,896.1700000000001,Particular,0.821
18113,211,2,701.22,Particular,0.946
18114,161,6,1956.96,Particular,0.773
18115,651,5,1472.24,Particular,0.759
18116,131,1,474.03,Particular,0.415
18117,421,6,1906.0,Particular,0.641
18118,43,10,3622.74,Particular,0.671
18119,67,6,1457.22,Empresa,0.257
18120,318,5,1825.54,Particular,0.739
18121,42,7,2586.76,Particular,0.146
18122,758,2,790.63,Profesional,0.293
18123,121,8,2518.17,Particular,0.59
18124,240,5,1934.89,Profesional,0.54
18125,237,3,1043.7,Particular,0.705
18126,175,6,2097.79,Particular,0.583
18127,244,7,2217.64,Particular,0.05
18128,161,4,932.25,Particular,0.978
18129,332,4,1546.44,Particular,0.763
18130,67,6,1775.55,Particular,0.88
18131,242,3,1102.95,Profesional,0.804
18132,600,6,1600.08,Particular,0.212
18133,843,1,307.31,Particular,0.933
18134,131,7,2184.84,Profesional,0.984
18135,87,3,691.34,Particular,0.079
18136,1071,2,680.88,Profesional,0.158
18137,347,9,2546.42,Particular,0.99
18138,339,4,938.06,Particular,0.293
18139,102,5,1587.3799999999999,Particular,0.82
18140,346,3,687.21,Particular,0.074
18141,272,7,2215.29,Particular,0.732
18142,772,3,797.01,Profesional,0.701
18143,37,3,531.86,Particular,0.938
18144,59,5,1006.15,Particular,0.729
18145,95,2,777.98,Particular,0.041
18146,158,7,2048.81,Particular,0.45
18147,807,5,1371.96,Particular,0.348
18148,66,2,602.06,Particular,0.571
18149,421,4,792.26,Particular,0.428
18150,137,7,1627.5,Particular,0.281
18151,956,2,521.46,Profesional,0.661
18152,35,7,2318.22,Particular,0.311
18153,253,3,1025.5,Particular,0.851
18154,98,6,1221.51,Profesional,0.323
18155,18,6,2168.04,Profesional,0.515
18156,162,3,1286.04,Particular,0.826
18157,278,10,3177.17,Profesional,0.823
18159,717,4,571.52,Particular,0.38
18160,538,2,617.07,Profesional,0.558
18161,63,1,154.08,Profesional,0.85
18162,293,3,909.69,Particular,0.219
18163,115,5,1584.9,Particular,0.122
18164,162,9,3177.14,Particular,0.582
18165,7,5,1481.93,Particular,0.574
18166,162,3,932.29,Profesional,0.293
18167,718,3,1006.0,Particular,0.434
18168,164,3,1466.2,Particular,0.089
18169,1062,5,885.8,Particular,0.131
18170,73,5,1279.3,Profesional,0.828
18172,75,2,615.8,Particular,0.1
18173,64,6,2249.0299999999997,Profesional,0.962
18174,37,6,1678.3899999999999,Particular,0.21
18175,739,5,955.25,Profesional,0.317
18176,165,5,1489.84,Particular,0.973
18177,18,8,2001.44,Particular,0.181
18178,237,5,1417.83,Particular,0.969
18179,280,5,1416.47,Particular,0.722
18180,205,4,1585.26,Particular,0.427
18181,334,2,594.63,Particular,0.595
18182,130,4,1100.42,Particular,0.508
18183,277,4,1041.21,Particular,0.805
18184,636,2,239.56,Particular,0.063
18185,115,6,1022.71,Particular,0.813
18186,636,2,443.15,Particular,0.971
18187,222,5,1233.73,Particular,0.43
18188,847,4,764.61,Particular,0.191
18189,27,6,1371.96,Particular,0.109
18190,195,4,1357.61,Particular,0.347
18191,519,3,1078.44,Particular,0.131
18192,94,7,1639.4099999999999,Particular,0.23
18193,167,3,892.78,Particular,0.654
18194,575,5,1743.4099999999999,Profesional,0.416
18195,809,4,1333.96,Particular,0.901
18196,1015,1,419.82,Particular,0.464
18197,323,3,590.72,Particular,0.154
18198,150,6,1131.38,Empresa,0.139
18199,364,1,103.55,Particular,0.693
18200,205,2,524.78,Particular,0.634
18201,535,5,1452.52,Profesional,0.708
18202,13,3,644.83,Particular,0.339
18203,175,5,1193.79,Particular,0.915
18204,115,2,320.09000000000003,Particular,0.114
18205,328,3,332.06,Particular,0.033
18206,177,4,1006.68,Particular,0.742
18207,34,4,982.56,Particular,0.677
18208,145,7,1659.99,Profesional,0.494
18209,337,5,1313.25,Particular,0.044
18210,121,6,1957.3500000000001,Profesional,0.114
18211,38,5,1124.77,Profesional,0.195
18212,140,4,1252.98,Particular,0.639
18213,30,6,1689.3400000000001,Particular,0.663
18214,65,6,1648.8799999999999,Particular,0.677
18215,308,4,823.79,Particular,0.803
18216,229,6,1785.38,Particular,0.025
18217,215,4,788.03,Particular,0.643
18218,236,3,956.21,Profesional,0.252
18219,396,3,693.22,Particular,0.571
18220,275,6,1155.63,Particular,0.738
18221,199,4,1051.77,Profesional,0.72
18222,93,5,1190.1100000000001,Particular,0.288
18223,4,4,801.39,Particular,0.355
18224,72,2,439.0,Particular,0.917
18225,284,3,401.09,Particular,0.849
18226,586,2,844.62,Particular,0.257
18227,11,3,551.05,Empresa,0.587
18228,434,7,1951.8899999999999,Particular,0.107
18229,90,7,2175.21,Particular,0.654
18230,135,7,2144.09,Particular,0.621
18231,893,1,51.07,Particular,0.264
18232,11,5,1622.15,Particular,0.422
18233,29,1,441.03,Particular,0.782
18234,284,3,939.68,Particular,0.255
18235,85,3,376.4,Particular,0.768
18236,826,4,1240.77,Particular,0.316
18237,700,3,1010.21,Empresa,0.84
18238,469,2,436.25,Particular,0.031
18239,615,2,751.47,Particular,0.258
18240,10,3,953.25,Particular,0.178
18241,0,7,2112.94,Particular,0.891
18242,140,6,2047.79,Profesional,0.429
18243,250,1,365.51,Particular,0.546
18244,103,6,1401.77,Empresa,0.242
18245,248,3,545.76,Profesional,0.128
18246,55,9,2500.3,Particular,0.598
18247,375,3,796.74,Profesional,0.283
18248,597,2,642.32,Profesional,0.929
18249,194,6,2118.2799999999997,Particular,0.476
18250,210,2,555.35,Particular,0.138
18251,1039,1,104.92,Particular,0.024
18252,608,4,760.13,Particular,0.232
18253,81,3,672.0400000000001,Particular,0.32
18254,452,4,1056.39,Particular,0.207
18255,219,6,1722.21,Particular,0.366
18256,248,3,749.68,Particular,0.879
18257,169,5,1144.25,Profesional,0.048
18258,43,4,930.79,Particular,0.801
18259,20,7,2621.64,Particular,0.426
18261,862,3,1075.3600000000001,Particular,0.667
18262,115,3,826.59,Empresa,0.165
18263,633,6,1252.0900000000001,Particular,0.959
18264,421,3,1034.4499999999998,Profesional,0.155
18265,113,6,1692.5900000000001,Particular,0.336
18266,115,3,511.75,Profesional,0.979
18267,112,4,880.53,Profesional,0.212
18268,423,2,241.44,Profesional,0.631
18269,854,2,472.46,Particular,0.978
18270,233,1,92.99,Particular,0.689
18271,621,3,904.1,Particular,0.663
18272,263,5,1440.38,Particular,0.622
18273,506,3,1102.85,Particular,0.555
18274,98,2,499.37,Particular,0.949
18276,23,4,1160.52,Particular,0.663
18277,415,3,586.1800000000001,Profesional,0.739
18278,619,4,1217.39,Particular,0.528
18279,673,2,443.96000000000004,Particular,0.888
18280,137,5,1732.6,Particular,0.023
18281,394,1,352.13,Particular,0.395
18282,1035,2,809.36,Particular,0.617
18283,126,3,1228.78,Profesional,0.019
18284,121,7,1532.6499999999999,Particular,0.937
18285,266,2,613.91,Profesional,0.826
18286,135,4,1290.67,Profesional,0.219
18287,230,3,1141.95,Particular,0.332
18288,1297,1,369.97,Profesional,0.677
18289,21,3,583.11,Profesional,0.341
18290,473,4,1516.4,Empresa,0.857
18291,79,3,1338.19,Profesional,0.248
18292,286,4,1177.8899999999999,Profesional,0.818
18293,172,5,1378.02,Particular,0.465
18294,543,4,1207.95,Particular,0.453
18295,1129,2,306.66999999999996,Profesional,0.168
18296,14,4,1998.97,Profesional,0.983
18297,15,9,1548.62,Particular,0.345
18298,1023,3,636.23,Particular,0.205
18299,107,4,1014.0300000000001,Particular,0.032
18300,15,5,1728.3,Particular,0.494
18301,408,2,814.55,Particular,0.032
18302,1226,1,239.44,Particular,0.455
18303,935,1,372.36,Profesional,0.903
18304,22,6,1255.61,Particular,0.498
18305,665,3,1351.19,Particular,0.043
18306,3,3,452.19000000000005,Profesional,0.264
18307,232,3,501.53999999999996,Profesional,0.049
18308,132,9,2126.0699999999997,Particular,0.882
18309,211,3,649.42,Particular,0.24
18310,316,4,1198.22,Particular,0.065
18311,45,4,975.42,Profesional,0.965
18312,756,3,836.16,Particular,0.487
18313,226,4,866.8299999999999,Particular,0.406
18314,422,4,1340.81,Profesional,0.927
18315,44,4,976.57,Profesional,0.531
18316,727,3,550.54,Particular,0.281
18317,51,4,732.92,Particular,0.792
18318,228,2,597.35,Particular,0.272
18319,48,5,1394.68,Particular,0.443
18320,555,2,867.04,Particular,0.803
18322,759,3,1052.22,Particular,0.606
18323,360,5,1739.3,Particular,0.505
18324,138,5,1584.42,Profesional,0.076
18325,956,1,189.87,Particular,0.617
18326,565,2,459.58,Particular,0.327
18327,130,2,138.66,Empresa,0.514
18328,112,5,1008.0,Particular,0.745
18329,238,7,2213.64,Profesional,0.64
18330,185,5,1441.58,Particular,0.097
18331,204,2,359.90999999999997,Particular,0.397
18332,327,2,376.88,Particular,0.199
18333,110,7,2251.71,Particular,0.151
18334,870,4,1048.87,Particular,0.22
18335,101,4,1023.97,Particular,0.921
18336,144,6,1560.0300000000002,Particular,0.713
18337,214,7,1679.96,Particular,0.908
18338,525,4,1178.12,Particular,0.506
18339,153,8,2367.23,Particular,0.001
18340,194,2,563.9100000000001,Particular,0.034
18341,475,2,322.71,Empresa,0.145
18342,120,9,2974.09,Particular,0.781
18343,198,4,1002.75,Empresa,0.202
18344,825,4,1279.8700000000001,Particular,0.102
18345,18,7,1782.2,Particular,0.861
18346,1077,2,866.56,Particular,0.229
18347,108,3,486.93,Profesional,0.502
18348,77,8,2385.5,Profesional,0.339
18349,10,7,1499.3799999999999,Profesional,0.897
18350,88,4,810.85,Particular,0.705
18351,59,6,1585.5,Profesional,0.454
18352,503,4,648.16,Particular,0.863
18353,73,3,386.98,Particular,0.727
18354,30,6,1355.84,Particular,0.809
18355,365,2,630.95,Particular,0.978
18356,622,2,467.18,Profesional,0.203
18357,576,3,1126.44,Particular,0.202
18358,457,5,1569.05,Particular,0.557
18359,764,2,358.28999999999996,Particular,0.533
18360,375,4,1515.88,Empresa,0.869
18361,268,7,2154.41,Particular,0.156
18362,704,4,1088.3899999999999,Particular,0.425
18363,57,2,425.54999999999995,Particular,0.528
18364,71,4,1356.67,Profesional,0.464
18365,52,4,947.55,Empresa,0.067
18366,179,2,466.12,Particular,0.148
18367,1012,1,46.76,Particular,0.154
18368,795,2,745.2,Profesional,0.596
18369,435,5,1487.26,Empresa,0.429
18370,26,6,1512.01,Particular,0.178
18371,462,3,613.23,Particular,0.737
18372,119,4,1076.8600000000001,Profesional,0.803
18373,1026,3,393.16999999999996,Particular,0.21
18374,570,4,1402.24,Particular,0.723
18375,44,2,607.91,Particular,0.064
18376,963,2,802.0,Particular,0.856
18377,32,4,1489.65,Particular,0.963
18378,70,4,1487.71,Empresa,0.156
18379,1209,1,203.97,Particular,0.786
18380,649,5,2029.3,Profesional,0.097
18381,591,5,1505.24,Profesional,0.961
18382,1444,1,50.29,Particular,0.452
18383,66,6,1430.16,Profesional,0.535
18384,328,3,753.1600000000001,Particular,0.764
18385,35,7,1965.6,Particular,0.249
18386,415,2,846.74,Particular,0.399
18387,232,3,911.81,Particular,0.07
18388,331,5,1355.1200000000001,Particular,0.615
18389,624,3,585.27,Particular,0.799
18390,683,5,1680.98,Particular,0.852
18391,147,1,185.49,Particular,0.536
18392,276,2,627.88,Empresa,0.766
18393,1456,1,391.67,Empresa,0.15
18394,216,3,1108.15,Particular,0.743
18395,220,5,1618.44,Particular,0.005
18396,66,4,786.33,Particular,0.195
18397,120,6,887.18,Particular,0.635
18398,290,1,54.01,Profesional,0.321
18399,363,6,1397.69,Profesional,0.411
18400,100,1,340.97,Particular,0.826
18401,951,3,1264.22,Particular,0.571
18402,758,3,965.78,Particular,0.399
18403,1178,2,359.84000000000003,Particular,0.466
18404,47,2,554.4,Profesional,0.848
18405,544,4,1169.74,Particular,0.486
18406,68,6,1772.38,Profesional,0.875
18407,137,5,1379.4,Particular,0.247
18408,137,4,1081.95,Particular,0.534
18409,706,3,712.4,Particular,0.369
18410,94,7,1754.7,Particular,0.591
18411,134,5,1499.59,Profesional,0.576
18412,37,3,608.63,Profesional,0.571
18413,416,4,753.42,Profesional,0.528
18414,189,8,2232.45,Particular,0.454
18415,120,3,729.97,Profesional,0.91
18416,255,7,2174.25,Particular,0.268
18417,274,1,50.3,Particular,0.434
18418,32,3,586.08,Particular,0.211
18419,253,8,1992.6100000000001,Particular,0.332
18420,596,3,952.12,Profesional,0.249
18421,93,6,1138.83,Particular,0.67
18422,765,5,897.41,Particular,0.708
18423,546,4,1060.61,Particular,0.277
18424,17,6,1735.1399999999999,Particular,0.984
18425,13,4,1297.8,Particular,0.284
18426,736,5,1771.6,Particular,0.828
18427,497,6,2040.66,Profesional,0.293
18428,88,3,927.17,Particular,0.413
18429,91,3,602.09,Profesional,0.665
18430,291,4,1466.5,Particular,0.558
18431,1169,3,670.38,Particular,0.506
18432,43,3,808.85,Particular,0.794
18433,105,6,1763.63,Profesional,0.708
18434,357,3,746.85,Particular,0.914
18435,83,5,1209.39,Particular,0.231
18436,149,3,619.9899999999999,Profesional,0.016
18437,271,4,724.5799999999999,Particular,1.0
18438,117,4,896.5,Profesional,0.283
18440,487,4,1305.83,Profesional,0.247
18441,1077,2,196.81,Particular,0.669
18442,276,4,734.78,Particular,0.588
18443,328,3,714.39,Particular,0.207
18444,272,2,498.64000000000004,Particular,0.186
18445,265,4,1115.8700000000001,Profesional,0.444
18446,257,5,1378.83,Profesional,0.014
18447,507,3,904.53,Particular,0.002
18448,6,5,1093.29,Particular,0.617
18449,7,3,982.8900000000001,Particular,0.325
18450,577,3,501.79,Particular,0.024
18451,1200,2,482.32,Particular,0.46
18452,336,6,1699.1100000000001,Particular,0.936
18453,527,3,1163.47,Particular,0.255
18454,77,7,2332.75,Particular,0.251
18455,472,4,1051.8600000000001,Particular,0.468
18456,162,7,2150.62,Particular,0.148
18457,158,4,936.71,Particular,0.638
18458,97,10,3050.35,Particular,0.839
18459,270,3,827.8299999999999,Profesional,0.195
18460,347,4,1250.59,Particular,0.659
18461,16,2,546.6800000000001,Particular,0.888
18462,217,4,1396.98,Profesional,0.903
18463,53,6,1694.6399999999999,Particular,0.553
18464,83,8,1950.68,Particular,0.152
18465,149,3,1350.67,Particular,0.659
18466,304,4,1303.24,Particular,0.735
18467,406,6,1784.9299999999998,Particular,0.754
18468,519,3,594.45,Particular,0.934
18469,95,2,625.94,Profesional,0.615
18470,801,3,638.63,Particular,0.466
18471,109,5,1706.72,Particular,0.503
18472,488,4,1528.56,Profesional,0.322
18473,558,5,1398.69,Particular,0.057
18474,140,2,375.84,Particular,0.717
18475,80,1,293.43,Particular,0.02
18476,685,5,1264.58,Particular,0.064
18477,477,2,852.0699999999999,Profesional,0.334
18478,62,8,2529.3500000000004,Profesional,0.931
18479,142,5,1165.2,Particular,0.483
18480,75,3,583.12,Profesional,0.215
18481,420,3,751.92,Particular,0.897
18482,276,2,502.70000000000005,Particular,0.572
18483,48,6,1526.3,Particular,0.37
18484,585,3,796.56,Particular,0.716
18485,249,4,877.79,Particular,0.441
18486,571,4,1238.02,Particular,0.73
18487,374,3,449.06,Particular,0.218
18488,31,6,2019.41,Empresa,0.15
18489,606,3,723.86,Profesional,0.461
18490,50,6,1274.8,Particular,0.32
18491,345,4,963.99,Particular,0.605
18492,296,4,824.9000000000001,Particular,0.789
18493,281,4,799.04,Empresa,0.902
18494,169,3,712.67,Profesional,0.761
18495,28,6,1960.71,Particular,0.342
18496,192,3,698.98,Particular,0.727
18497,599,6,1448.11,Particular,0.53
18498,269,4,826.14,Particular,0.906
18499,133,4,940.4,Particular,0.707
18500,52,8,2218.01,Particular,0.15
18501,431,3,486.18999999999994,Particular,0.078
18502,1328,1,295.59,Particular,0.544
18503,113,3,985.8100000000001,Particular,0.365
18504,65,7,1568.16,Profesional,0.168
18505,418,3,948.47,Particular,0.798
18506,5,6,1391.93,Profesional,0.375
18507,89,1,108.27,Particular,0.086
18508,540,2,437.58000000000004,Particular,0.262
18509,61,2,463.94,Particular,0.677
18510,217,1,410.76,Empresa,0.648
18511,159,4,1217.78,Particular,0.262
18512,209,7,1733.3899999999999,Particular,0.341
18513,960,2,513.98,Particular,0.05
18514,684,2,572.0,Particular,0.953
18515,517,5,1248.62,Particular,0.327
18516,40,5,1145.43,Empresa,0.929
18517,9,6,1462.6100000000001,Empresa,0.814
18518,351,2,294.77,Profesional,0.335
18519,704,1,145.25,Empresa,0.694
18520,110,4,1302.8899999999999,Particular,0.474
18521,769,3,523.3199999999999,Particular,0.977
18522,70,3,855.77,Particular,0.638
18523,397,2,499.67999999999995,Particular,0.519
18524,55,5,1855.15,Empresa,0.638
18526,642,5,1308.34,Profesional,0.306
18527,87,6,1760.43,Profesional,0.713
18528,28,1,296.73,Particular,0.084
18529,46,7,2191.31,Particular,0.303
18530,100,6,1227.37,Particular,0.62
18531,523,6,1947.0,Particular,0.996
18532,200,4,1117.53,Particular,0.926
18533,427,3,582.89,Particular,0.832
18534,306,2,409.85,Particular,0.501
18535,427,5,1714.58,Profesional,0.805
18536,13,7,1418.79,Particular,0.559
18537,34,5,1301.61,Particular,0.458
18538,227,2,367.78,Profesional,0.224
18539,4,5,1513.66,Particular,0.951
18540,277,6,1333.8,Particular,0.598
18541,109,6,1355.6100000000001,Profesional,0.675
18542,157,5,1633.94,Profesional,0.141
18543,1,3,846.78,Profesional,0.431
18544,129,6,2033.85,Particular,0.965
18545,241,2,429.37,Particular,0.758
18546,97,3,844.71,Particular,0.883
18547,19,7,1854.61,Empresa,0.396
18548,372,6,1811.91,Particular,0.066
18549,266,4,568.32,Particular,0.351
18550,32,4,1336.73,Profesional,0.376
18551,303,9,2779.09,Empresa,0.301
18552,297,4,1194.77,Particular,0.527
18553,53,4,749.79,Particular,0.192
18554,1054,2,588.59,Particular,0.938
18555,285,5,1283.67,Profesional,0.908
18556,953,2,934.02,Particular,0.262
18557,188,5,1492.01,Particular,0.651
18558,483,2,857.24,Particular,0.501
18559,335,2,514.67,Profesional,0.25
18560,27,2,517.57,Particular,0.897
18561,411,3,1153.47,Profesional,0.231
18562,258,3,772.29,Particular,0.625
18563,90,4,1022.4499999999999,Particular,0.335
18564,404,3,786.0500000000001,Empresa,0.826
18565,89,8,2549.4,Particular,0.62
18566,490,4,1026.19,Particular,0.833
18567,392,3,803.4,Particular,0.348
18568,280,5,1553.83,Particular,0.011
18569,117,2,620.01,Profesional,0.222
18570,81,3,827.54,Profesional,0.814
18571,921,3,583.28,Particular,0.317
18572,312,9,2789.36,Particular,0.32
18573,10,2,94.83000000000001,Particular,0.45
18575,425,3,811.95,Particular,0.807
18576,64,9,2303.1,Profesional,0.322
18577,227,5,1294.84,Particular,0.604
18578,1266,1,374.9,Profesional,0.451
18579,248,4,1310.1799999999998,Profesional,0.287
18580,119,3,800.1899999999999,Particular,0.265
18581,659,4,1442.25,Profesional,0.502
18582,766,3,1367.6399999999999,Particular,0.211
18583,327,7,1506.33,Particular,0.346
18584,139,3,401.31,Particular,0.039
18585,397,1,389.91,Particular,0.79
18586,560,3,989.78,Particular,0.044
18587,229,4,1098.07,Particular,0.872
18588,105,9,2357.06,Particular,0.047
18589,172,8,1941.3600000000001,Particular,0.848
18590,90,2,1022.8899999999999,Particular,0.644
18592,464,5,973.53,Particular,0.145
18593,583,1,52.31,Particular,0.257
18594,407,5,1591.66,Profesional,0.69
18595,55,6,1542.76,Particular,0.512
18596,91,8,1990.52,Particular,0.514
18597,63,5,1395.23,Particular,0.133
18598,229,8,2227.56,Particular,0.475
18599,521,7,1482.1100000000001,Particular,0.59
18600,237,4,989.1800000000001,Particular,0.122
18601,145,7,2024.29,Particular,0.974
18602,250,6,1179.63,Particular,0.83
18603,72,4,1424.01,Particular,0.317
18604,390,4,735.77,Particular,0.563
18605,565,4,1272.8600000000001,Particular,0.559
18606,699,6,2313.8,Particular,0.107
18607,683,4,979.96,Particular,0.438
18608,342,4,1003.3199999999999,Particular,0.208
18609,301,4,937.78,Particular,0.333
18610,126,2,476.13,Empresa,0.944
18611,62,4,1062.45,Profesional,0.551
18612,192,4,1188.8600000000001,Particular,0.067
18613,653,3,881.64,Particular,0.672
18614,871,4,1387.76,Particular,0.999
18615,141,3,949.79,Particular,0.168
18616,182,7,2170.57,Particular,0.683
18617,220,6,1620.82,Particular,0.824
18618,14,3,1207.04,Particular,0.844
18619,89,4,1171.8,Particular,0.708
18620,403,5,1392.87,Particular,0.91
18621,412,2,574.27,Particular,0.032
18622,306,1,251.62,Profesional,0.064
18623,401,5,761.35,Particular,0.135
18624,579,3,669.09,Particular,0.043
18625,1327,1,453.44,Particular,0.12
18626,295,5,1107.36,Particular,0.817
18627,75,3,1083.23,Particular,0.896
18628,22,3,950.1899999999999,Particular,0.336
18629,699,3,918.3,Particular,0.957
18630,97,5,1617.63,Profesional,0.418
18631,513,5,1394.24,Particular,0.172
18632,378,3,787.2,Particular,0.681
18633,90,6,1286.44,Profesional,0.42
18634,91,4,1444.06,Particular,0.019
18635,173,3,778.64,Profesional,0.966
18636,452,3,749.36,Profesional,0.598
18637,225,2,484.9,Particular,0.613
18638,761,3,833.99,Particular,0.983
18639,754,4,1247.16,Profesional,0.834
18640,321,4,1133.78,Profesional,0.363
18641,55,4,1143.51,Particular,0.042
18642,519,5,1451.96,Particular,0.222
18643,296,3,1056.31,Particular,0.352
18644,39,8,2564.9,Profesional,0.96
18645,197,5,1343.57,Particular,0.889
18646,102,3,621.64,Profesional,0.022
18647,252,5,1534.34,Empresa,0.987
18648,91,1,518.7,Profesional,0.257
18649,137,5,1000.9,Particular,0.775
18650,962,4,766.3,Particular,0.117
18651,108,2,701.1500000000001,Particular,0.22
18652,231,7,1977.95,Particular,0.505
18653,547,7,1481.8,Particular,0.704
18654,921,5,1572.3600000000001,Particular,0.345
18655,11,5,1332.22,Particular,0.873
18656,100,3,836.1500000000001,Particular,0.94
18657,646,3,1086.16,Profesional,0.123
18658,178,4,1260.28,Particular,0.719
18659,311,11,2292.63,Particular,0.132
18660,1138,1,97.6,Particular,0.341
18661,283,5,1204.04,Empresa,0.82
18662,13,3,656.86,Profesional,0.336
18663,246,11,2689.72,Particular,0.907
18664,174,5,1499.8600000000001,Particular,0.411
18665,55,3,567.14,Profesional,0.31
18666,556,4,1375.33,Particular,0.989
18667,1196,2,676.37,Particular,0.442
18668,11,5,1318.21,Particular,0.741
18669,237,3,1355.73,Particular,0.599
18670,32,6,1389.2,Particular,0.202
18671,234,6,1341.52,Particular,0.5
18672,439,4,1227.3700000000001,Particular,0.077
18673,216,1,403.12,Particular,0.709
18674,32,4,746.33,Particular,0.519
18675,1247,1,423.92,Particular,0.122
18676,153,8,2673.36,Particular,0.767
18677,257,4,1180.1,Particular,0.805
18678,118,2,767.4300000000001,Particular,0.734
18679,88,5,1046.6399999999999,Particular,0.329
18680,292,2,464.88,Particular,0.723
18681,331,2,379.96,Particular,0.578
18682,319,3,869.7,Particular,0.544
18683,32,8,2391.62,Particular,0.649
18684,356,6,863.86,Particular,0.63
18685,105,5,1081.5,Particular,0.799
18686,547,4,789.38,Particular,0.986
18687,80,4,1254.0,Particular,0.726
18688,94,4,1541.0300000000002,Profesional,0.442
18689,342,4,899.07,Profesional,0.462
18690,1195,2,250.96999999999997,Profesional,0.029
18691,249,4,809.99,Particular,0.16
18692,9,5,1368.37,Particular,0.228
18693,426,3,852.84,Profesional,0.99
18694,260,3,656.69,Particular,0.763
18695,57,7,1834.67,Particular,0.142
18696,263,3,988.04,Particular,0.498
18697,774,3,706.67,Profesional,0.214
18698,1283,1,461.16,Particular,0.298
18699,764,2,561.35,Particular,0.605
18700,108,3,592.49,Particular,0.599
18701,179,3,586.19,Particular,0.872
18702,149,4,765.72,Profesional,0.165
18703,665,3,978.5,Particular,0.497
18704,570,4,1092.25,Particular,0.599
18705,172,7,1922.9299999999998,Particular,0.93
18706,1190,3,838.47,Profesional,0.516
18707,137,3,906.89,Profesional,0.341
18708,11,4,595.21,Profesional,0.292
18709,155,7,2649.91,Profesional,0.216
18710,7,5,1528.1699999999998,Particular,0.962
18711,794,2,697.3199999999999,Profesional,0.603
18712,150,6,1698.32,Particular,0.304
18713,348,3,1067.18,Profesional,0.745
18714,561,3,918.24,Particular,0.289
18715,645,3,1001.98,Particular,0.504
18716,102,8,2727.48,Particular,0.026
18717,586,5,1662.04,Particular,0.847
18718,246,4,1849.67,Particular,0.957
18719,829,2,615.95,Particular,0.866
18720,49,6,1565.3,Particular,0.171
18721,522,3,794.63,Empresa,0.825
18722,47,5,1593.54,Profesional,0.347
18723,535,8,1732.4299999999998,Profesional,0.936
18724,339,6,1521.6100000000001,Profesional,0.299
18725,1297,1,153.64,Particular,0.089
18726,155,6,1259.65,Particular,0.853
18727,15,6,2537.56,Particular,0.117
18729,62,4,843.1,Profesional,0.376
18730,82,4,1327.29,Profesional,0.757
18731,596,5,1278.8700000000001,Profesional,0.749
18732,769,3,949.98,Particular,0.776
18733,167,7,1881.72,Particular,0.063
18734,13,4,715.5,Empresa,0.858
18735,927,4,739.42,Particular,0.466
18736,774,7,2148.47,Particular,0.219
18737,1015,2,272.74,Particular,0.299
18738,60,4,1050.46,Particular,0.903
18739,1153,1,486.69,Profesional,0.006
18740,165,2,736.48,Particular,0.802
18741,101,7,1272.73,Particular,0.924
18742,667,2,539.24,Particular,0.25
18743,89,4,1778.38,Particular,0.822
18744,878,2,726.56,Profesional,0.161
18745,52,6,2162.79,Particular,0.016
18746,69,1,49.04,Particular,0.605
18747,50,3,989.14,Particular,0.646
18748,362,2,469.37,Profesional,0.15
18749,0,8,2920.9,Particular,0.512
18750,45,6,1845.92,Empresa,0.385
18751,930,1,317.66,Particular,0.076
18752,190,2,155.96,Particular,0.508
18753,525,6,1332.07,Profesional,0.585
18754,956,4,1068.91,Particular,0.217
18755,234,3,752.19,Particular,0.74
18757,228,1,531.55,Particular,0.551
18758,348,2,339.71999999999997,Particular,0.303
18759,474,3,1102.55,Particular,0.436
18760,194,4,817.65,Particular,0.893
18761,212,2,389.31,Particular,0.67
18762,16,5,1189.59,Profesional,0.149
18763,856,3,754.54,Particular,0.886
18764,143,2,914.37,Particular,0.373
18765,79,10,3460.1,Particular,0.341
18766,242,3,1081.6299999999999,Particular,0.502
18767,296,5,1449.38,Particular,0.205
18768,437,4,1431.73,Profesional,0.914
18769,132,3,935.71,Profesional,0.468
18770,180,4,1117.81,Particular,0.394
18771,493,1,460.36,Particular,0.171
18772,17,6,2204.79,Particular,0.803
18773,480,8,2643.3599999999997,Empresa,0.953
18774,0,10,3152.78,Particular,0.87
18775,260,4,769.72,Particular,0.161
18776,313,3,1378.52,Particular,0.752
18777,902,2,315.39,Particular,0.204
18778,42,11,3036.2,Particular,0.039
18779,253,4,1575.52,Profesional,0.484
18780,436,5,1798.04,Particular,0.67
18781,222,6,1472.13,Particular,0.124
18782,342,4,856.42,Particular,0.606
18783,556,4,1601.6000000000001,Particular,0.844
